Contact ID	Yardi ID	Yardi HOH ID	Birth Year	Age at MI	First Move In	Move Out	Interaction: Record Type	Type	Quantity	Date	MO Reason
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Late Rent	9	1/1/17	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Late Rent	9	12/1/16	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Payment Plan	0	4/7/17	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Late Rent	9	3/1/17	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Payment Plan	0	4/14/17	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Payment Plan	0	3/23/17	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Late Rent	9	2/1/17	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Late Rent	9	11/1/16	
003U000001mXdwB	13760	13760	1994	20	2/10/14	4/28/17	Prop Mgmt	Late Rent	6	5/1/17	
003U000001V5yiF	13774	13774	1994	20	1/1/14	10/12/15	Prop Mgmt	Late Rent		12/1/14	Desired Amenities
003U000001V5yiF	13774	13774	1994	20	1/1/14	10/12/15	Prop Mgmt	Late Rent		9/1/15	Desired Amenities
003U000001V5yiF	13774	13774	1994	20	1/1/14	10/12/15	Prop Mgmt	Late Rent		7/1/15	Desired Amenities
003U000001V5yiF	13774	13774	1994	20	1/1/14	10/12/15	Prop Mgmt	Late Rent		4/1/15	Desired Amenities
003U000001V5yiF	13774	13774	1994	20	1/1/14	10/12/15	Prop Mgmt	Late Rent		1/1/15	Desired Amenities
003U000001V5yiF	13774	13774	1994	20	1/1/14	10/12/15	Prop Mgmt	Late Rent		10/1/15	Desired Amenities
003U000001mXg6Q	13776	13776	1985	29	12/6/13	7/1/15	Prop Mgmt	Late Rent		1/1/14	Desired Amenities
003U000001mXdvD	13784	13784	1983	31	2/1/14		Prop Mgmt	Late Rent		5/1/14	
003U000001mXdvD	13784	13784	1983	31	2/1/14		Prop Mgmt	Payment Plan		7/9/16	
003U000001mXdvD	13784	13784	1983	31	2/1/14		Prop Mgmt	Payment Plan	0	6/1/17	
003U000001mXdvD	13784	13784	1983	31	2/1/14		Prop Mgmt	Payment Plan	0	5/11/17	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Complaint	0	4/11/17	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent		8/1/14	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent		9/1/15	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent		7/1/15	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent		6/1/15	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent		2/1/15	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent		10/1/15	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent	94	4/1/17	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Payment Plan	0	4/7/17	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent	32	11/1/16	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent	94	6/1/17	
003U000001V5zn3	13789;11303	13789	1986	26	10/5/12	1/31/14	Prop Mgmt	Late Rent	94	2/1/17	
003U000001oqj2h	13798	13798	1972	41	1/22/14	5/28/14	Prop Mgmt	Late Rent		4/1/14	Skip
003U000001oqj2h	13798	13798	1972	41	1/22/14	5/28/14	Prop Mgmt	Late Rent		3/1/14	Skip
003U000001oqj2h	13798	13798	1972	41	1/22/14	5/28/14	Prop Mgmt	Late Rent		2/1/14	Skip
003U000001mXbvG	138	138	1957	46	12/10/03		Prop Mgmt	Payment Plan	0	3/4/17	
003U000001mXbvG	138	138	1957	46	12/10/03		Prop Mgmt	Late Rent	33	4/1/17	
003U000001mXbvG	138	138	1957	46	12/10/03		Prop Mgmt	Late Rent	32	3/1/17	
003U000001mXe1Q	13801	13801	1940	74	3/1/14		Prop Mgmt	Payment Plan	0	10/7/16	
003U000001mXe1Q	13801	13801	1940	74	3/1/14		Prop Mgmt	Payment Plan	0	9/7/16	
003U000001mXdol	13808	13808	1981	32	12/2/13		Prop Mgmt	Late Rent		4/1/14	
003U000001mXdol	13808	13808	1981	32	12/2/13		Prop Mgmt	Late Rent	34	11/1/16	
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		12/1/14	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		8/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		7/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		6/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		5/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		4/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		3/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		2/1/15	Non-Payment of Rent
003U000001mXgNR	13810	13810	1979	35	1/1/14	8/9/15	Prop Mgmt	Late Rent		1/1/15	Non-Payment of Rent
003U000001mXdqI	13815	13815	1982	32	12/21/13		Prop Mgmt	Payment Plan	0	4/28/17	
003U000001mXdqI	13815	13815	1982	32	12/21/13		Prop Mgmt	Late Rent	74	1/1/17	
003U000001mXdqI	13815	13815	1982	32	12/21/13		Prop Mgmt	Late Rent	2	5/1/17	
003U000001mXeTQ	13821	13821	1981	33	12/30/13	6/30/14	Prop Mgmt	Late Rent		6/1/14	Skip
003U000001mXeTQ	13821	13821	1981	33	12/30/13	6/30/14	Prop Mgmt	Late Rent		5/1/14	Skip
003U000001mXeTQ	13821	13821	1981	33	12/30/13	6/30/14	Prop Mgmt	Late Rent		3/1/14	Skip
003U000001mXds9	13837	13837	1980	34	1/15/14		Prop Mgmt	Payment Plan	0	9/6/16	
003U000001mXds9	13837	13837	1980	34	1/15/14		Prop Mgmt	Payment Plan		7/9/16	
003U000001V5yrR	13840	13840	1962	52	1/7/14	7/6/15	Prop Mgmt	Late Rent		7/1/14	Funding Non-Compliance
003U000001V5yrR	13840	13840	1962	52	1/7/14	7/6/15	Prop Mgmt	Late Rent		12/1/14	Funding Non-Compliance
003U000001V5yrR	13840	13840	1962	52	1/7/14	7/6/15	Prop Mgmt	Late Rent		6/1/15	Funding Non-Compliance
003U000001V5yrR	13840	13840	1962	52	1/7/14	7/6/15	Prop Mgmt	Late Rent		5/1/15	Funding Non-Compliance
003U000001V5yrR	13840	13840	1962	52	1/7/14	7/6/15	Prop Mgmt	Late Rent		2/1/15	Funding Non-Compliance
003U000001V5yrR	13840	13840	1962	52	1/7/14	7/6/15	Prop Mgmt	Late Rent		1/1/15	Funding Non-Compliance
003U000001V5yym	13841	13841	1982	31	1/21/14		Prop Mgmt	Late Rent		11/1/14	
003U000001V5ziN	13854	13854	1992	21	3/1/14	8/8/14	Prop Mgmt	Late Rent		8/1/14	Lease Violation(s)
003U000001V5ziN	13854	13854	1992	21	3/1/14	8/8/14	Prop Mgmt	Late Rent		6/1/14	Lease Violation(s)
003U000001JJHlp	;13884	13884	1972	42	1/3/14		Prop Mgmt	Late Rent	0	6/1/17	
003U000001JJHlp	;13884	13884	1972	42	1/3/14		Prop Mgmt	Late Rent	0	6/1/17	
003U000001JJHlp	;13884	13884	1972	42	1/3/14		Prop Mgmt	Late Rent	1	4/1/17	
003U000001JJHlp	;13884	13884	1972	42	1/3/14		Prop Mgmt	Late Rent	1	4/1/17	
003U000001JJHlp	;13884	13884	1972	42	1/3/14		Prop Mgmt	Late Rent	0	5/1/17	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Payment Plan		6/23/16	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent	36	4/1/17	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent		11/1/14	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent		9/1/15	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent		7/1/15	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent		4/1/15	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent		1/1/15	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent		7/1/16	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent	35	1/1/17	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent	35	12/1/16	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent	35	11/1/16	
003U0000013rEHu	13889	13889	1990	24	3/1/14		Prop Mgmt	Late Rent	2	2/1/17	
003U000001mXeSM	13890	13890	1986	27	1/1/14	6/30/14	Prop Mgmt	Late Rent		3/1/14	Relocation
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent	56	3/1/17	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent	56	6/1/17	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		2/1/14	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		7/1/15	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		6/1/15	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		4/1/15	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		12/1/15	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		10/1/15	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent	4	8/1/16	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		7/1/16	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Late Rent		1/1/16	
003U0000013FSBh	13894	13894	1980	33	12/13/13	12/31/16	Prop Mgmt	Payment Plan		7/5/16	
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		9/1/14	Skip
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		8/1/14	Skip
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		3/1/14	Skip
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		1/1/14	Skip
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		11/1/14	Skip
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		5/1/15	Skip
003U0000013FSAs	13903	13903	1966	47	12/15/13	2/29/16	Prop Mgmt	Late Rent		1/1/15	Skip
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Payment Plan	0	1/17/17	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Payment Plan		8/2/16	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Late Rent		2/1/14	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Late Rent		4/1/16	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Late Rent	4	4/1/17	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Lease Violation	0	2/13/17	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Payment Plan	0	4/7/17	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Resident Relations	0	6/6/17	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Payment Plan		8/26/16	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Payment Plan	0	8/26/16	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Late Rent	38	1/1/17	
003U000001mXdrk	13908	13908	1951	63	1/13/14	7/3/17	Prop Mgmt	Late Rent	13	2/1/17	
003U000001mXiQh	13917	13917	1976	38	2/1/14	7/31/16	Prop Mgmt	Resident Relations		7/17/16	Relocation
003U000001mXdx4	13922	13922	1960	54	2/17/14		Prop Mgmt	Late Rent	35	6/1/17	
003U000001mXdx4	13922	13922	1960	54	2/17/14		Prop Mgmt	Late Rent	35	8/1/16	
003U000001mXdx4	13922	13922	1960	54	2/17/14		Prop Mgmt	Late Rent	35	11/1/16	
003U000001mXdx4	13922	13922	1960	54	2/17/14		Prop Mgmt	Late Rent	35	3/1/17	
003U0000016LC69	13931	13931	1948	65	3/1/14		Prop Mgmt	Payment Plan	0	10/7/16	
003U0000016LC69	13931	13931	1948	65	3/1/14		Prop Mgmt	Payment Plan	0	9/7/16	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Payment Plan		4/8/16	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Payment Plan		4/8/16	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Late Rent		11/1/14	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Late Rent		2/1/15	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Late Rent	2	1/1/17	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Resident Relations		8/12/16	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Late Rent	2	12/1/16	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Late Rent	2	11/1/16	
003U000001V5zcK	13935	13935	1968	46	2/15/14	1/31/17	Prop Mgmt	Late Rent	50	5/1/17	
003U000001V5zks	13936	13936	1986	28	2/7/14	3/18/15	Prop Mgmt	Late Rent		3/1/15	Lease Violation(s)
003U0000013FSLE	13939	13939	1963	51	1/31/14	7/31/16	Prop Mgmt	Payment Plan		6/22/16	Non-Payment of Rent
003U0000013FSLE	13939	13939	1963	51	1/31/14	7/31/16	Prop Mgmt	Late Rent		7/1/16	Non-Payment of Rent
003U0000013FSLE	13939	13939	1963	51	1/31/14	7/31/16	Prop Mgmt	Late Rent		4/1/16	Non-Payment of Rent
003U0000013FSLE	13939	13939	1963	51	1/31/14	7/31/16	Prop Mgmt	Payment Plan		6/28/16	Non-Payment of Rent
003U0000013FSLE	13939	13939	1963	51	1/31/14	7/31/16	Prop Mgmt	Payment Plan		7/22/16	Non-Payment of Rent
003U000001JvRom	13951	13951	1935	79	3/1/14		Prop Mgmt	Payment Plan	0	10/7/16	
003U000001JvRom	13951	13951	1935	79	3/1/14		Prop Mgmt	Payment Plan	0	9/7/16	
003U000001mXhdl	13953	13953	1987	27	3/1/14	2/29/16	Prop Mgmt	Late Rent		9/1/14	Relocation
003U000001mXhdl	13953	13953	1987	27	3/1/14	2/29/16	Prop Mgmt	Late Rent		7/1/14	Relocation
003U000001mXe1B	13959	13959	1966	48	3/1/14		Prop Mgmt	Late Rent		12/1/15	
003U000001mXe1B	13959	13959	1966	48	3/1/14		Prop Mgmt	Payment Plan	0	11/16/16	
003U000001mXe1B	13959	13959	1966	48	3/1/14		Prop Mgmt	Payment Plan	0	11/18/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Payment Plan	0	4/14/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Payment Plan	0	3/21/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	10/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Payment Plan	0	4/28/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	9/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		9/1/14	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		12/1/14	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		11/1/14	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		9/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		8/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		7/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		6/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		5/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		4/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		3/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		12/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		1/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		11/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		10/1/15	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		7/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		6/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		5/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		2/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent		1/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	4/1/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	68	6/1/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	1/1/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	12/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	3/1/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	66	11/1/16	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	65	2/1/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Payment Plan	0	5/15/17	
003U000001hJ57U	13969	13969	1984	30	4/1/14		Prop Mgmt	Late Rent	64	5/1/17	
003U000001mXdvN	13970	13970	1972	42	2/1/14	1/31/17	Prop Mgmt	Late Rent		8/1/15	
003U000001mXdvN	13970	13970	1972	42	2/1/14	1/31/17	Prop Mgmt	Late Rent		5/1/15	
003U000001mXdvN	13970	13970	1972	42	2/1/14	1/31/17	Prop Mgmt	Late Rent		5/1/16	
003U000001mXdvN	13970	13970	1972	42	2/1/14	1/31/17	Prop Mgmt	Late Rent	34	6/1/17	
003U000001mXdvN	13970	13970	1972	42	2/1/14	1/31/17	Prop Mgmt	Payment Plan	0	7/3/17	
003U000001mXfYF	13971	13971	1972	42	2/14/14	3/3/15	Prop Mgmt	Late Rent		11/1/14	Relocation
003U000001mXfYF	13971	13971	1972	42	2/14/14	3/3/15	Prop Mgmt	Late Rent		2/1/15	Relocation
003U000001mXfYF	13971	13971	1972	42	2/14/14	3/3/15	Prop Mgmt	Late Rent		1/1/15	Relocation
003U000001mXf6b	13972	13972	1983	31	3/7/14	10/31/14	Prop Mgmt	Late Rent		9/1/14	Desired Amenities
003U000001mXf6b	13972	13972	1983	31	3/7/14	10/31/14	Prop Mgmt	Late Rent		6/1/14	Desired Amenities
003U000001mXf6b	13972	13972	1983	31	3/7/14	10/31/14	Prop Mgmt	Late Rent		10/1/14	Desired Amenities
003U000001mXfVu	13978	13978	1981	33	2/22/14	2/28/15	Prop Mgmt	Late Rent		9/1/14	Relocation
003U000001mXfVu	13978	13978	1981	33	2/22/14	2/28/15	Prop Mgmt	Late Rent		7/1/14	Relocation
003U000001mXfVu	13978	13978	1981	33	2/22/14	2/28/15	Prop Mgmt	Late Rent		4/1/14	Relocation
003U000001mXfVu	13978	13978	1981	33	2/22/14	2/28/15	Prop Mgmt	Late Rent		12/1/14	Relocation
003U000001mXfVu	13978	13978	1981	33	2/22/14	2/28/15	Prop Mgmt	Late Rent		1/1/15	Relocation
003U000001mXhey	13980	13980	1981	33	2/14/14	2/29/16	Prop Mgmt	Late Rent		10/1/15	Desired Amenities
003U000001mXfXR	13982	13982	1987	27	2/8/14	2/28/15	Prop Mgmt	Late Rent		2/1/15	Desired Amenities
003U000001mXhfD	13985	13985	1988	25	1/18/14	2/29/16	Prop Mgmt	Late Rent		5/1/15	Relocation
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Payment Plan		6/17/16	Lease Violation(s)
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Payment Plan	0	6/13/17	Lease Violation(s)
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Payment Plan		8/5/16	Lease Violation(s)
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Late Rent	27	6/1/17	Lease Violation(s)
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Payment Plan		6/29/16	Lease Violation(s)
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Payment Plan		8/12/16	Lease Violation(s)
003U0000018IBPN	13994	13994	1956	58	1/31/14	6/14/17	Prop Mgmt	Payment Plan	0	9/6/16	Lease Violation(s)
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Late Rent	12	11/1/16	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Late Rent		8/1/14	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Late Rent		8/1/15	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Late Rent		7/1/15	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Late Rent		10/1/15	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Late Rent		4/1/16	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Payment Plan	0	11/4/16	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Payment Plan	0	12/4/16	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Payment Plan	0	9/4/16	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Payment Plan	0	10/4/16	
003U000001mXdvm	13999	13999	1951	63	2/1/14	1/31/17	Prop Mgmt	Payment Plan	0	6/8/17	
003U000001V5yhS	14	14	1988	20	11/30/07	8/31/15	Prop Mgmt	Late Rent		6/1/14	Relocation
003U000001V5yhS	14	14	1988	20	11/30/07	8/31/15	Prop Mgmt	Late Rent		5/1/14	Relocation
003U000001V5yhS	14	14	1988	20	11/30/07	8/31/15	Prop Mgmt	Late Rent		4/1/14	Relocation
003U000001mXemM	14003	14003	1965	48	2/13/14	8/31/14	Prop Mgmt	Late Rent		6/1/14	Lease Violation(s)
003U000001mXemM	14003	14003	1965	48	2/13/14	8/31/14	Prop Mgmt	Late Rent		5/1/14	Lease Violation(s)
003U000001mXe4y	14010	14010	1959	55	3/15/14		Prop Mgmt	Late Rent	14	2/1/17	
003U000001V5zcj	14020	14020	1992	22	2/15/14	1/31/15	Prop Mgmt	Late Rent		9/1/14	Relocation
003U000001V5zcj	14020	14020	1992	22	2/15/14	1/31/15	Prop Mgmt	Late Rent		8/1/14	Relocation
003U000001V5zcj	14020	14020	1992	22	2/15/14	1/31/15	Prop Mgmt	Late Rent		7/1/14	Relocation
003U000001V5zcj	14020	14020	1992	22	2/15/14	1/31/15	Prop Mgmt	Late Rent		12/1/14	Relocation
003U000001V5zcj	14020	14020	1992	22	2/15/14	1/31/15	Prop Mgmt	Late Rent		10/1/14	Relocation
003U000001V5z6W	14021	14021	1979	34	4/1/14	4/30/16	Prop Mgmt	Late Rent		6/1/14	Relocation
003U000001V5z6W	14021	14021	1979	34	4/1/14	4/30/16	Prop Mgmt	Late Rent		11/1/14	Relocation
003U000001V5z6W	14021	14021	1979	34	4/1/14	4/30/16	Prop Mgmt	Late Rent		9/1/15	Relocation
003U000001V5z6W	14021	14021	1979	34	4/1/14	4/30/16	Prop Mgmt	Late Rent		8/1/15	Relocation
003U000001V5z6W	14021	14021	1979	34	4/1/14	4/30/16	Prop Mgmt	Late Rent		10/1/15	Relocation
003U000001V5z6W	14021	14021	1979	34	4/1/14	4/30/16	Prop Mgmt	Late Rent		1/1/16	Relocation
003U000001V5zbM	14022	14022	1985	28	3/1/14	5/31/15	Prop Mgmt	Late Rent		9/1/14	Relocation
003U000001V5zbM	14022	14022	1985	28	3/1/14	5/31/15	Prop Mgmt	Late Rent		5/1/14	Relocation
003U000001V5zbM	14022	14022	1985	28	3/1/14	5/31/15	Prop Mgmt	Late Rent		10/1/14	Relocation
003U000001V5zbM	14022	14022	1985	28	3/1/14	5/31/15	Prop Mgmt	Late Rent		5/1/15	Relocation
003U000001V5zbM	14022	14022	1985	28	3/1/14	5/31/15	Prop Mgmt	Late Rent		4/1/15	Relocation
003U000001mXe3q	14028	14028	1993	20	2/18/14	3/6/14	Prop Mgmt	Late Rent		3/1/14	Lease Violation(s)
003U000001mXf5d	14033	14033	1993	21	2/15/14	10/31/14	Prop Mgmt	Late Rent		9/1/14	Non-Payment of Rent
003U000001mXf5d	14033	14033	1993	21	2/15/14	10/31/14	Prop Mgmt	Late Rent		8/1/14	Non-Payment of Rent
003U000001mXf5d	14033	14033	1993	21	2/15/14	10/31/14	Prop Mgmt	Late Rent		10/1/14	Non-Payment of Rent
003U000001hJ5K4	14038	14038	1941	73	3/4/14	8/31/17	Prop Mgmt	Late Rent	1	4/1/17	Death
003U000001hJ5K4	14038	14038	1941	73	3/4/14	8/31/17	Prop Mgmt	Late Rent	1	3/1/17	Death
003U000001iuFRK	12212;14046	14046	1993	20	3/1/13	8/3/15	Prop Mgmt	Late Rent		9/1/14	Lease Violation(s)
