Contact ID	Yardi ID	Yardi HOH ID	HOH	birth year	Age at MI	First Move In	Move Out	Interaction: Record Type	Type	Sub-Type	Resource	Reason	Quantity	Cause Date	Date	HH MO Reason
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/5/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/5/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				7/17/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				7/17/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				5/22/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				5/22/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/5/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/5/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/5/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				6/5/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				3/27/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Energy Assistance				3/27/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				5/2/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				5/2/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Housing				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Health Care				7/31/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Health Care				7/31/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Health Care				8/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Health Care				8/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Safety				7/8/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Connection to Community Resource			Safety				7/8/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						8/7/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						8/7/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/10/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/10/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						10/16/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						10/16/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						10/13/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						10/13/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/29/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/29/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						6/10/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						6/10/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Community Involvement				5/27/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Community Involvement				5/27/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Community Involvement				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Community Involvement				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Food				5/27/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Food				5/27/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Food				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Food				5/28/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Food				7/22/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability		Food				7/22/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Eviction Prevention						6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Eviction Prevention						6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/8/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/8/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						6/3/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/15/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/15/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/2/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						7/2/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						3/7/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						3/7/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						4/24/14	Desired Amenities
003U000001V5zlS	3416	3416	1	1941	68	9/1/09	11/4/14	Housing Stability	Housing Stability						4/24/14	Desired Amenities
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Material Goods	Material Goods		Gift Card	Proactive	25		11/22/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Community Involvement; Education; Volunteer Opportunities	Proactive			4/19/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource	Coordination of Services		Community Involvement; Education; Volunteer Opportunities	Proactive			6/6/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Education				3/24/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Education				3/27/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Community Involvement				2/14/14	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Community Involvement				6/11/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Health Care				7/7/14	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Disabilities				8/3/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Employment				2/10/14	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Employment				9/11/14	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Housing				10/9/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource	Information & Referrals		Computer Assistance	Proactive			9/12/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Community Involvement				9/1/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Connection to Community Resource			Community Involvement				9/4/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Community Involvement; Education; Housing; Safety; Volunteer Opportunities	Reactive			4/13/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Computer Assistance; Education; Volunteer Opportunities	Proactive			4/7/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Housing; Safety	Reactive			4/12/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			4/18/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			4/14/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			4/13/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Rental Assistance	Proactive			11/22/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			3/8/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			3/8/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Medical/Dental; Housing; Volunteer Opportunities	Reactive			5/3/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Volunteer Opportunities	Reactive			5/4/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Community Involvement; Volunteer Opportunities	Reactive			5/16/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Family/Social Relations	Proactive			4/25/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Housing	Proactive			4/25/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			8/24/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			10/5/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support			Proactive			4/21/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Health Care	Proactive			12/12/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Medical/Dental; Housing	Proactive			12/13/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support			Proactive			12/15/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Education; Volunteer Opportunities	Proactive			6/6/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Education; Mental Health; Volunteer Opportunities	Proactive			6/3/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Health Care; Volunteer Opportunities	Proactive			12/21/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Food				8/13/14	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Community Involvement				8/4/14	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability						8/20/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability						8/12/15	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Housing; Volunteer Opportunities	Proactive			9/9/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Family/Social Relations	Proactive			1/23/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Conflict Resolution/Mediation		Community Involvement; Conflict Resolution; Housing	Proactive			1/24/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Family/Social Relations; Gift Card; Medical/Dental; Mental Health	Proactive			1/11/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Family/Social Relations	Proactive			1/19/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support			Proactive			3/6/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Household Goods; Housing	Proactive			2/7/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Disabilities; Health Care	Proactive			4/28/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Housing; Volunteer Opportunities	Proactive			9/2/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			10/25/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			3/13/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			3/15/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			3/14/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			10/11/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Community Involvement; Family/Social Relations; Housing; Volunteer Opportunities	Reactive			5/25/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Housing; Volunteer Opportunities	Reactive			4/29/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			6/9/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Direct Support		Community Involvement; Computer Assistance	Proactive			3/17/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Crisis Intervention/Support			Proactive			1/18/17	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Community Involvement; Housing; Income; Volunteer Opportunities	Reactive			3/30/16	
003U0000013FRBs	3442	3442	1	1963	46	9/1/09		Housing Stability	Housing Stability		Community Involvement; Education; Volunteer Opportunities	Reactive			3/31/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Community Involvement				6/20/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Community Involvement				4/10/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Community Involvement				3/27/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Community Involvement				5/19/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Computer Assistance				2/12/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Computer Assistance				2/19/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Computer Assistance				1/31/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Computer Assistance				2/3/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Computer Assistance				2/26/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Health Care				11/11/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Employment				6/19/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Employment				7/10/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Employment				8/10/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Employment				6/12/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Employment				8/24/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Family/Social Relations				5/7/14	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Income				5/22/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Family/Social Relations				10/20/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Connection to Community Resource			Employment				9/2/15	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			4/5/17	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Community Involvement; Volunteer Opportunities	Proactive			3/6/17	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Conflict Resolution; Housing	Proactive			12/7/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Family/Social Relations	Proactive			8/12/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Housing	Proactive			12/9/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Housing	Proactive			12/12/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Housing Stability		Community Involvement; Family/Social Relations	Proactive			2/26/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Housing	Proactive			12/14/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Family/Social Relations	Proactive			1/30/17	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Housing	Proactive			12/28/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			10/27/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Safety	Proactive			10/14/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Conflict Resolution; Family/Social Relations	Proactive			10/14/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Housing	Proactive			10/10/16	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Community Involvement	Proactive			3/17/17	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Community Involvement; Employment; Volunteer Opportunities	Proactive			3/20/17	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Family/Social Relations	Proactive			2/20/17	
003U0000013FRsf	3573	3573	1	1953	56	8/1/09		Housing Stability	Direct Support		Medical/Dental; Toys for Tots	Proactive			12/2/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Material Goods	Material Goods		Clothing	Proactive	3		12/2/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Material Goods	Material Goods		Bus Cards	Proactive	5		6/12/17	
003U000001V60Mw	fam34240;fam29965;fam40042	3623	0	1969	40	9/1/09		Material Goods	Material Goods		Toys for Tots				12/23/15	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Connection to Community Resource			Community Involvement				3/2/15	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Connection to Community Resource			Clothing; Furniture; Household Goods				11/19/14	
003U000001V60F7	fam29966	3623	0	2008	1	9/1/09		Connection to Community Resource			Education				8/24/15	
003U000001V60Mw	fam34240;fam29965;fam40042	3623	0	1969	40	9/1/09		Connection to Community Resource			Computer Assistance				4/30/14	
003U000001V60Mw	fam34240;fam29965;fam40042	3623	0	1969	40	9/1/09		Connection to Community Resource			Housing				11/9/15	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Connection to Community Resource			Housing				11/30/15	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			12/2/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Community Involvement; Housing	Proactive			2/17/17	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability		Community Involvement; Housing	Reactive			5/2/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability		Community Involvement; Conflict Resolution; Housing	Reactive			5/6/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability		Family/Social Relations; Safety; Spiritual Connection	Reactive			5/16/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			8/26/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			8/29/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Community Involvement; Transportation	Proactive			10/3/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support			Proactive			11/30/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			12/9/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance; Toys for Tots	Proactive			12/16/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			12/19/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability						12/11/14	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability						6/6/15	
003U000001V60F7	fam29966	3623	0	2008	1	9/1/09		Housing Stability	Housing Stability		Back to School Supplies				8/14/15	
003U000001V60Mw	fam34240;fam29965;fam40042	3623	0	1969	40	9/1/09		Housing Stability	Direct Support		Housing	Proactive			9/6/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			1/23/17	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support			Proactive			9/26/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			3/27/17	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			9/2/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			3/13/17	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Housing	Proactive			10/14/16	
003U000001V60Mw	fam34240;fam29965;fam40042	3623	0	1969	40	9/1/09		Housing Stability	Direct Support		Coats	Proactive			10/25/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability		Community Involvement; Conflict Resolution; Housing	Reactive			4/29/16	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			3/17/17	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Direct Support		Computer Assistance	Proactive			3/10/17	
003U000001V5zAd	3623	3623	1	1966	43	9/1/09		Housing Stability	Housing Stability		Community Involvement; Spiritual Connection	Reactive			3/19/16	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Community Involvement				1/30/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Community Involvement				11/20/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Community Involvement				1/16/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Computer Assistance				4/30/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				6/25/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				7/2/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				8/13/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				12/11/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				3/13/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				8/4/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Family/Social Relations				4/3/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Financial Literacy				10/31/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				11/17/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				11/17/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				1/16/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				4/2/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				11/24/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				3/19/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Housing				4/9/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Income				7/14/15	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Health Care				8/21/14	
003U000001V5zjz	3628	3628	1	1964	46	9/15/09		Connection to Community Resource			Health Care				1/8/15	
