Contact ID	Yardi ID	Yardi HOH ID	Yardi HoH	Birth year	Age at MI	First Move In	Move Out	Volunteer Job: Volunteer Job Name	Hours Worked	Start Date	Volunteer Job: Leadership Tier	MO Reason
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	RC Program Assistance	3	11/14/13		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	RC Program Assistance 2014	1.5	7/1/14		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Planning Committee	2	1/8/13		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Planning Committee	1.5	1/4/13		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Beyond Bricks and Mortar 2014	3	5/28/14		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Clerical Assistance	2.5	11/9/09		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Bulk Mail	3	10/25/12		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Planning Committee	1.5	6/21/13		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Meal Serving	7.5	8/10/13		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Planning Committee 2014	1.5	5/16/14		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Event Host	2	2/1/09		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Event Host	2	1/1/09		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Bulk Mail	1.5	3/11/09		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Committees 2015	4	2/27/15		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Event Host 2015	2	1/15/15		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Committees 2015	4	1/23/15		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Planning Committee 2014	4	10/10/14		Desired Amenities
003U0000013FQVB	;388	388	1	1951	57	2/28/08	5/8/15	Resident Committees 2015	2	3/20/15		Desired Amenities
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	4	8/31/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Event Host	1	2/6/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	1	2/22/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Movie Night Host	2	3/30/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	3.25	3/30/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Event Host	1	9/30/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Event Host	5	3/1/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	9	2/29/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	2	7/18/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Event Host	5	2/1/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	60	10/25/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Event Host	1	5/1/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Event Host	5	4/1/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Movie Night Host	2	12/19/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	2	1/8/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	1.5	1/4/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Movie Night Host	8	4/30/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	2	12/30/11		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	1.5	6/21/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	3	4/30/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	1	11/13/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	1.5	11/9/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Meal Serving	7.5	8/10/13		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Movie Night Host	3	4/25/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	3	4/18/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Movie Night Host	2	4/11/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	2	6/22/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Landscaping	1	5/18/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Resident Planning Committee	1	5/18/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	RC Program Assistance	1	12/18/12		Death
003U0000013FO0Z	392	392	1	1953	54	1/3/08	2/28/14	Meal Serving	5	12/22/12		Death
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Resident Committees 2016	2	2/11/16		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Community Leadership Institute 2015	3	6/30/15		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Community Leadership Institute 2015	4	6/12/15		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Building Dreams Initiative	2	2/2/11		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Beyond Bricks and Mortar	3.25	4/27/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance	1	10/31/11		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	2.5	10/30/08		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Property Assistance	4	4/1/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	2	3/19/07		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	1.5	4/3/07		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	5.5	2/23/07		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	3	11/8/07		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Beyond Bricks and Mortar	2.5	5/17/07		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host	1	11/30/11		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Meal Serving	5	12/22/12		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance 2014	1	7/2/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance 2014	2	6/26/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance 2014	2	6/25/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance 2014	3	6/20/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host	2	11/13/13		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host 2014	2	3/26/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host 2014	2	3/20/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host 2014	2	3/19/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	2.25	2/25/08		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	National Night Out	1	8/1/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Clerical Assistance	2	11/9/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host	2	6/19/13		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance	2	5/13/13		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	RC Program Assistance	3	12/17/10		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	2.25	11/9/10		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host	2	8/28/13		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Meal Serving	3	4/26/13		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host	2	4/20/13		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host	1	7/1/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host	1	10/1/08		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host	1	9/1/08		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host	1	2/1/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host 2014	3	2/2/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host 2014	2	2/5/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Bulk Mail	1.5	3/11/09		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Movie Night Host 2015	2	10/27/15		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Event Host 2015	3	2/1/15		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Resident Planning Committee	1	6/24/16		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Resident Planning Committee	2	7/15/16		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	CLI project Meeting	5	7/20/16	Tier 1	Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Cleaning 2016	1	7/1/16		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	BINGO 2014	1	10/17/14		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Resident Committees 2016	2	3/11/16		Health and Wellness
003U0000013FQL6	404	404	1	1961	43	8/21/03	3/31/17	Resident Committees 2016	2	9/23/16		Health and Wellness
003U0000013FSYd	410	410	1	1942	53	10/10/95	3/15/17	RC Program Assistance	3	11/6/13		Health and Wellness
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	8/3/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	5/25/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	5/11/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	8/31/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	6/8/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	3/9/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	7/20/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	3/23/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	4/27/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	1/6/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	9/14/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	8/17/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	7/6/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2.5	6/3/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	2/17/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	6/22/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	2/3/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	1/20/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	0.5	8/31/11		
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	0.25	3/20/13		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Painting	5.5	12/13/06		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Building Dreams Initiative	2	12/31/10		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	10/2/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	4	8/2/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	4	11/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	12/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Property Assistance	0.5	9/30/11		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	8/31/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	0.25	10/31/11		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	6	3/30/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	4	1/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.5	12/1/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	9/1/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host	6	8/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	2/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	14	9/25/07	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	1.75	8/15/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	6/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Table Captain	5	5/14/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.75	6/15/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.75	5/15/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.5	4/15/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	1.75	2/15/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	1.5	1/15/08	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.5	12/13/07	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.5	10/23/07	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Annual Meeting	2	3/15/13		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Meal Serving	1.5	4/1/11		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Building Dreams Initiative	2	2/19/09		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Building Dreams Initiative	1	1/26/11		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	2/1/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	1/1/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	0.25	3/20/13		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	8	10/23/07	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	3/29/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	8/30/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	6/28/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	5/31/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	4/26/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	2/22/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	1/25/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	12/30/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	10/31/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	4	7/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	5/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	6/1/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	5/1/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	5/1/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Fund Development Phone Calls	4	5/15/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.5	9/30/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	3	4/1/11	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Annual Meeting	2	3/25/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	10/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2.5	9/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	3.5	8/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	8/31/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	6/29/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	5/31/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	8/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	2/29/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	1/31/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Fund Development Assistance	2	9/1/10		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Annual Meeting	2	3/1/10		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	1	1/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	0.25	11/28/12		
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	0.25	11/19/12		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Meal Serving	1	8/10/13		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	3/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	3	2/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	1/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	5/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	4/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	12/1/09	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	4/1/10	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	1.5	12/11/13		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2.5	6/22/17	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance	1	7/3/13		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	4	12/27/13	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	4/30/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Property Assistance	5	7/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host	2	4/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	4/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host	2	5/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	1/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host	1	2/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	2/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	3/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	11/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Game Night Host	4	11/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Landscaping	5	4/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Landscaping	5	5/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	5	12/31/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings	2	9/28/12	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	8/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	9/1/08		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host	6	8/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Game Night Host	5	9/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Flyering/Door Knocking	1	9/1/07		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Annual Meeting	2	3/30/12		
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Small role)	1	8/13/14	Tier 1	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Small role)	1	8/26/15	Tier 1	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Small role)	1	7/29/15	Tier 1	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Small role)	1	7/15/15	Tier 1	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Small role)	1	7/1/15	Tier 1	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Small role)	1	6/17/15	Tier 1	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2.5	4/8/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	5/20/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2.5	8/12/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	3/25/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	3	3/11/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Assistance (Large role)	1	3/31/15	Tier 2	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Resource Development Support	3	3/24/15	Tier 2	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	2/25/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	2/11/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host 2015	3	10/21/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host 2015	3	10/7/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host 2015	3	11/4/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2015	5.5	5/27/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	11/4/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host	2	10/7/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host	2	9/2/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host	2	9/16/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host	2	10/21/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Movie Night Host	2	9/30/15		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2014	3	9/30/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2014	3	8/27/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2014	2.5	12/22/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2014	4	10/28/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2014	3	7/23/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2014	4	11/26/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2015	3	8/25/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance 2014	0.5	9/17/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Program Assistance 2014	0.5	9/3/14		
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2016	3	2/29/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2015	3	12/30/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2015	1	10/28/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2016	1	1/29/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2015	3	10/30/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Board Meetings 2015	1	12/29/15	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		RC Support (Large role)	0.25	10/4/16	Tier 2	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	4/13/16	Tier 3	
003U0000013FQEq	442	442	1	1967	39	11/13/06		Event Host - No Staff	2	3/30/16	Tier 3	
003U000001V5zSA	443	443	1	1973	34	11/8/07		RC Program Assistance	0.5	8/31/11		
003U000001V5zSA	443	443	1	1973	34	11/8/07		RC Program Assistance	0.25	2/27/13		
003U000001V5zSA	443	443	1	1973	34	11/8/07		RC Program Assistance	3	5/14/13		
003U000001V5zSA	443	443	1	1973	34	11/8/07		RC Program Assistance	1	7/3/13		
003U0000013FPxm	448	448	1	1958	43	6/1/01		RC Program Assistance	0.5	8/31/11		
003U0000013FPxm	448	448	1	1958	43	6/1/01		RC Program Assistance	1	6/1/11		
