Contact ID,Yardi ID,Yardi HOH ID,HOH,Birth Year,Age at MI,First Move In,event_after_MI,3years_after_MI,event_before_3years,event_in_3years,MI_year_again,Start Date,Move Out,Campaign Type,Reason,Sub-Type,MO Reason
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-16T00:00:00Z,2015-03-31T00:00:00Z,Community Meal,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-02-10T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-05-12T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-07-14T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-11T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U0000013FS7g,fam23463,11167,0,1988,24,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-06-17T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V5z6q,11167,11167,1,1981,31,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-02-10T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V5z6q,11167,11167,1,1981,31,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-05-12T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V5z6q,11167,11167,1,1981,31,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-07-14T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V5z6q,11167,11167,1,1981,31,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-11T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V5z6q,11167,11167,1,1981,31,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V5z6q,11167,11167,1,1981,31,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-16T00:00:00Z,2015-03-31T00:00:00Z,Community Meal,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-02-10T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-05-12T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-07-14T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-11T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-06-17T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-09-18T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V60C3,fam23465,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-16T00:00:00Z,2015-03-31T00:00:00Z,Community Meal,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-02-10T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-05-12T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-07-14T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-08-11T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-09-29T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2015-03-31T00:00:00Z,Food Shelf,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-06-17T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-09-18T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V60By,fam23464,11167,0,2011,1,2012-09-14T00:00:00Z,true,2015-09-14T00:00:00Z,true,true,2012,2014-11-24T00:00:00Z,2015-03-31T00:00:00Z,Property Meeting,,Social,Desired Amenities
003U000001V60VU,fam28344;fam32748;fam33347;fam39868;fam43385,11250,0,2012,1,2012-09-05T00:00:00Z,true,2015-09-05T00:00:00Z,true,true,2012,2015-05-23T00:00:00Z,,Property Meeting,,Social,
003U000001V5yij,11250;fam28342,11250,0,1993,20,2012-09-05T00:00:00Z,true,2015-09-05T00:00:00Z,true,true,2012,2014-05-20T00:00:00Z,,Community Meal,,Social,
003U000001V5yij,11250;fam28342,11250,0,1993,20,2012-09-05T00:00:00Z,true,2015-09-05T00:00:00Z,true,true,2012,2015-05-23T00:00:00Z,,Property Meeting,,Social,
003U000001V60OJ,fam14119,11250,0,2007,6,2012-09-05T00:00:00Z,true,2015-09-05T00:00:00Z,true,true,2012,2015-05-23T00:00:00Z,,Property Meeting,,Social,
003U000001V5zof,fam19840,11250,0,1993,20,2012-09-05T00:00:00Z,true,2015-09-05T00:00:00Z,true,true,2012,2014-08-18T00:00:00Z,,Volunteer,,Social,
003U000001V601K,fam28343;fam32747;fam33346;fam39867;fam43384,11250,0,2009,3,2012-09-05T00:00:00Z,true,2015-09-05T00:00:00Z,true,true,2012,2015-05-23T00:00:00Z,,Property Meeting,,Social,
003U000001V5zWC,11308,11308,1,1971,41,2012-10-12T00:00:00Z,true,2015-10-12T00:00:00Z,true,true,2012,2015-05-13T00:00:00Z,,Property Meeting,,Social,
003U000001V5zC0,11310,11310,1,1966,47,2012-09-28T00:00:00Z,true,2015-09-28T00:00:00Z,true,true,2012,2014-02-05T00:00:00Z,2015-01-15T00:00:00Z,Community Meal,,Social,Lack of Affordability
003U000001V5yfz,fam26081,11310,0,1996,17,2012-09-28T00:00:00Z,true,2015-09-28T00:00:00Z,true,true,2012,2015-06-16T00:00:00Z,2015-01-15T00:00:00Z,Community Meal,,Social,Lack of Affordability
003U000001V5zCy,11358,11358,1,1992,21,2012-10-12T00:00:00Z,true,2015-10-12T00:00:00Z,true,true,2012,2014-05-21T00:00:00Z,2014-09-30T00:00:00Z,Class,,Educational,Relocation
003U000001V5zCy,11358,11358,1,1992,21,2012-10-12T00:00:00Z,true,2015-10-12T00:00:00Z,true,true,2012,2014-07-22T00:00:00Z,2014-09-30T00:00:00Z,Community Meal,,Social,Relocation
003U000001V60JE,fam32467;fam40179,11543,0,2007,6,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-09-10T00:00:00Z,,Campfire,,Social,
003U000001V60JE,fam32467;fam40179,11543,0,2007,6,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-11-05T00:00:00Z,,Campfire,,Social,
003U000001V60JE,fam32467;fam40179,11543,0,2007,6,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-06-25T00:00:00Z,,Campfire,,Social,
003U000001V60J9,fam32464;fam40176,11543,0,2001,11,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-06-25T00:00:00Z,,Campfire,,Social,
003U000001V60J4,fam32466;fam40178,11543,0,2004,9,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-11-05T00:00:00Z,,Campfire,,Social,
003U000001V60J4,fam32466;fam40178,11543,0,2004,9,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-06-25T00:00:00Z,,Campfire,,Social,
003U000001V60Iz,fam32465;fam40177,11543,0,2002,10,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-11-05T00:00:00Z,,Campfire,,Social,
003U000001V60Iz,fam32465;fam40177,11543,0,2002,10,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-06-25T00:00:00Z,,Campfire,,Social,
003U000001V60IL,fam32470;fam40182,11543,0,2013,-1,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-06-15T00:00:00Z,,Community Meal,,Social,
003U000001V60IG,fam32468;fam40180,11543,0,2008,5,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-11-05T00:00:00Z,,Campfire,,Social,
003U000001V5z8D,11557,11557,1,1982,30,2012-11-13T00:00:00Z,true,2015-11-13T00:00:00Z,true,true,2012,2014-06-09T00:00:00Z,2017-05-09T00:00:00Z,Food Shelf,,Social,Blank
003U000001V5yrH,11579,11579,1,1991,22,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2015-06-15T00:00:00Z,2015-08-31T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-01-07T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-01-09T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-02-18T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-02-20T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-02-26T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-03-06T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-03-20T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-03-27T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-08-07T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-08-08T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-09-09T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-09-11T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-09-16T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-09-17T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-09-18T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-09-23T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-10-11T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-10-29T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-10-30T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-04T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-05T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-06T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-12T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-13T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-18T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-11-19T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-12-02T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-12-03T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-12-04T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-12-10T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2014-12-11T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2015-02-11T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2015-03-24T00:00:00Z,2015-08-31T00:00:00Z,Campfire,,Social,Lease Violation(s)
003U000001V6057,fam27437,11579,0,2006,6,2012-12-01T00:00:00Z,true,2015-12-01T00:00:00Z,true,true,2012,2015-06-15T00:00:00Z,2015-08-31T00:00:00Z,Community Meal,,Social,Lease Violation(s)
003U000001V60On,fam32436;fam38450,11599,0,1995,18,2012-11-19T00:00:00Z,true,2015-11-19T00:00:00Z,true,true,2012,2015-06-15T00:00:00Z,,Community Meal,,Social,
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2015-02-11T00:00:00Z,2016-03-31T00:00:00Z,Movie Night,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2015-08-13T00:00:00Z,2016-03-31T00:00:00Z,Property Meeting,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2015-08-27T00:00:00Z,2016-03-31T00:00:00Z,Property Meeting,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2014-01-07T00:00:00Z,2016-03-31T00:00:00Z,Community Meal,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2014-03-04T00:00:00Z,2016-03-31T00:00:00Z,Community Meal,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2014-05-06T00:00:00Z,2016-03-31T00:00:00Z,Community Meal,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2015-03-31T00:00:00Z,2016-03-31T00:00:00Z,Community Meal,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2015-06-03T00:00:00Z,2016-03-31T00:00:00Z,Community Meal,,Social,Relocation
003U000001V5zLe,11620,11620,1,1985,27,2012-11-16T00:00:00Z,true,2015-11-16T00:00:00Z,true,true,2012,2015-06-30T00:00:00Z,2016-03-31T00:00:00Z,Community Meal,,Social,Relocation
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2015-10-14T00:00:00Z,,Community Meal,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2015-12-07T00:00:00Z,,Community Meal,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2014-08-05T00:00:00Z,,Community Meal,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2014-08-07T00:00:00Z,,Community Meal,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2015-02-13T00:00:00Z,,Field Trip/Outing,,Educational,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2015-05-29T00:00:00Z,,Field Trip/Outing,,Educational,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2014-02-06T00:00:00Z,,Property Meeting,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2014-05-08T00:00:00Z,,Property Meeting,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2014-11-06T00:00:00Z,,Property Meeting,,Social,
003U0000013FRyh,11684,11684,1,1957,55,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2015-02-12T00:00:00Z,,Property Meeting,,Social,
003U000001V5z4B,11728,11728,1,1986,27,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2014-08-14T00:00:00Z,,Community Meal,,Social,
003U000001V5z4B,11728,11728,1,1986,27,2013-01-02T00:00:00Z,true,2016-01-02T00:00:00Z,true,true,2013,2015-05-13T00:00:00Z,,Property Meeting,,Social,
003U000001V5z7j,11783,11783,1,1985,28,2013-02-01T00:00:00Z,true,2016-02-01T00:00:00Z,true,true,2013,2015-05-23T00:00:00Z,,Property Meeting,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-11-23T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-12-21T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-04-19T00:00:00Z,2016-08-31T00:00:00Z,Community Meal,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-10-18T00:00:00Z,2016-08-31T00:00:00Z,Community Meal,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-11-22T00:00:00Z,2016-08-31T00:00:00Z,Community Meal,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-03-28T00:00:00Z,2016-08-31T00:00:00Z,Community Meal,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-01-13T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-02-10T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-05-12T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-06-09T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-09-29T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-10-27T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2014-11-24T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-01-26T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-02-16T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-03-30T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
003U000001V5zcA,11866,11866,1,1950,62,2013-01-11T00:00:00Z,true,2016-01-11T00:00:00Z,true,true,2013,2015-04-27T00:00:00Z,2016-08-31T00:00:00Z,Food Shelf,,Social,
