Contact ID,Yardi ID,Yardi HOH ID,Yardi HoH,Birth year,Age at MI,First Move In,event_after_MI,3years_after_MI,event_before_3years,event_in_3years,MI_year_again,Move Out,Volunteer Job: Volunteer Job Name,Volunteer_Job_Name_Broad,Hours Worked,Start Date,Volunteer Job: Leadership Tier,MO Reason
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2013-11-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,2,2013-11-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-11-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-11-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-11-04T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,1.5,2013-11-15T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,4,2013-12-14T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-12-11T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2013-12-06T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,4,2013-11-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Meal Serving,Assistance/Support,3,2013-11-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2013-11-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-11-18T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2013-11-15T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-01-23T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-01-30T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,1.5,2013-09-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-09-06T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-09-18T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-09-04T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,2,2013-09-16T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.75,2013-09-13T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-09-30T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,4,2013-09-27T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-09-25T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3.5,2013-09-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.75,2013-09-11T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1,2013-05-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,4,2013-05-04T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.25,2013-05-16T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,3,2013-05-21T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,2,2013-05-21T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.25,2013-05-13T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,4,2013-05-11T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.5,2013-05-15T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.25,2013-05-10T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,2,2013-04-17T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-04-09T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Flyering/Door Knocking,Assistance/Support,0.25,2013-04-02T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,4,2013-04-30T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,6,2013-04-10T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-04-30T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-04-29T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Flyering/Door Knocking,Assistance/Support,0.25,2013-04-10T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-08-14T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,1,2013-08-30T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-08-23T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2012-11-28T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2012-11-28T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2012-11-17T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,1.5,2012-11-17T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,7,2012-11-16T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2012-11-14T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,2,2012-11-05T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2013-08-21T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-08-21T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-08-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-08-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-08-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-08-26T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.5,2014-05-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,4,2014-05-15T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,1,2014-05-28T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.25,2014-05-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,3,2014-05-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Building Dreams Initiative,Meeting/Committee,2,2013-06-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.75,2013-07-31T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,8,2013-07-12T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-07-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-07-10T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2013-07-08T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2013-07-03T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,1,2013-07-02T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,2,2014-02-07T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.25,2014-02-05T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,3,2014-01-03T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Resident Speaker's Bureau,Meeting/Committee,4,2013-06-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Resident Speaker's Bureau,Meeting/Committee,3,2013-06-16T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Resident Speaker's Bureau,Meeting/Committee,0.25,2013-06-14T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,4.75,2013-06-21T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.25,2013-06-25T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1.5,2013-06-17T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.5,2013-06-12T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1,2013-05-31T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,5,2013-05-23T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,3,2013-05-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,2,2013-05-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1.75,2013-06-07T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,0.5,2013-06-04T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Floor Monitor,Leader/Host,1.75,2013-06-24T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Floor Monitor,Leader/Host,1.5,2013-06-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2012-12-15T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1.5,2013-06-03T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1.75,2014-04-18T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,2,2014-05-09T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Resident Committee Meetings,Meeting/Committee,1,2014-09-25T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Host,Leader/Host,1.75,2014-04-25T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Resident Committee Meetings,Meeting/Committee,1,2014-10-16T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,1,2014-10-30T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,1,2014-10-18T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Support,Assistance/Support,1.5,2015-03-31T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,5.5,2015-03-30T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Support,Assistance/Support,6,2015-03-28T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,1.75,2015-03-26T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,0.5,2015-03-31T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,3.25,2015-02-16T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,1.75,2014-12-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,2,2014-12-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2014-12-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,10,2014-12-20T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Resident Planning Committee,Meeting/Committee,1,2014-12-11T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Meal Serving,Assistance/Support,2,2014-11-21T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Floor Monitor,Leader/Host,1,2014-09-29T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Meal Serving,Assistance/Support,1,2014-11-22T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.5,2014-11-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,1.75,2014-11-24T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Support,Assistance/Support,0.25,2015-01-05T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,5.25,2015-01-26T00:00:00Z,Tier 2,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Support,Assistance/Support,0.5,2015-01-17T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Support,Assistance/Support,0.25,2015-01-12T00:00:00Z,Tier 1,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Flyering/Door Knocking,Assistance/Support,0.25,2014-09-24T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.75,2014-09-19T00:00:00Z,,
003U0000013FQuM,10104,10104,1,1974,37,2012-04-15T00:00:00Z,true,2015-04-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,1,2014-11-20T00:00:00Z,,
003U0000013FSgi,10352,10352,1,1962,50,2012-08-01T00:00:00Z,true,2015-08-01T00:00:00Z,true,true,2012,5/31/14,Event Host,Leader/Host,2.25,2013-06-16T00:00:00Z,,Desired Amenities
003U0000013FSgi,10352,10352,1,1962,50,2012-08-01T00:00:00Z,true,2015-08-01T00:00:00Z,true,true,2012,5/31/14,Event Host,Leader/Host,1,2013-06-13T00:00:00Z,,Desired Amenities
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2014-06-02T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.75,2014-06-09T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,3,2014-06-06T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,2.5,2014-06-04T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,RC Program Assistance,Assistance/Support,0.75,2014-06-30T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.5,2014-06-16T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.5,2014-08-11T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Event Assistance,Assistance/Support,0.75,2015-06-01T00:00:00Z,Tier 2,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,1.5,2014-03-10T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.25,2014-05-30T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,1,2014-05-29T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.5,2014-05-28T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,1.5,2014-02-10T00:00:00Z,,
003U0000013FSOe,10484,10484,1,1937,75,2012-06-15T00:00:00Z,true,2015-06-15T00:00:00Z,true,true,2012,,Help Shelf,Assistance/Support,0.5,2014-01-13T00:00:00Z,,
